PlantID,PlantName,AccessionID,AccessionName,ExperimentID,ExperimentName,ExperimentCondition,GrowthLocation,TrayPosition,SampleID,SampleName,SampleType,PlateName,PlateCoordinate,NameInWell,TubeBarcode,Notes,CleanedFileSize
P35359,LB-i1-7,A25359,LB-i1-7,none,none,nature,wild,none,S45359,i1-7,leaf,Emelliodora_LB_Block4,G9,i1-7,none,,44638740
P35360,LB-i1-8,A25360,LB-i1-8,none,none,nature,wild,none,S45360,i1-8,leaf,Emelliodora_LB_Block4,H9,i1-8,none,,47467047
P35361,LB-i1-9,A25361,LB-i1-9,none,none,nature,wild,none,S45361,i1-9,leaf,Emelliodora_LB_Block4,A10,i1-9,none,failed—too few loci,2300059
P35362,LB-i1-10,A25362,LB-i1-10,none,none,nature,wild,none,S45362,i1-10,leaf,Emelliodora_LB_Block4,B10,i1-10,none,,74487659
P35363,LB-O-1,A25363,LB-O-1,none,none,nature,wild,none,S45363,O-1,leaf,Emelliodora_LB_Block4,C10,O1,none,outlier—species,52554139
P35364,LB-O-2,A25364,LB-O-2,none,none,nature,wild,none,S45364,O-2,leaf,Emelliodora_LB_Block4,D10,O2,none,outlier—species,26189296
P35365,LB-O-3,A25365,LB-O-3,none,none,nature,wild,none,S45365,O-3,leaf,Emelliodora_LB_Block4,E10,O3,none,outlier—species,51902202
P35366,LB-O-4,A25366,LB-O-4,none,none,nature,wild,none,S45366,O-4,leaf,Emelliodora_LB_Block4,F10,O4,none,outlier—species,42870579
P35367,LB-O-5,A25367,LB-O-5,none,none,nature,wild,none,S45367,O-5,leaf,Emelliodora_LB_Block4,G10,O5,none,outlier—species,61109998
P35368,LB-O-6,A25368,LB-O-6,none,none,nature,wild,none,S45368,O-6,leaf,Emelliodora_LB_Block4,H10,O6,none,outlier—species,46191256
P35369,LB-O-7,A25369,LB-O-7,none,none,nature,wild,none,S45369,O-7,leaf,Emelliodora_LB_Block4,A11,O7,none,outlier—species,27310249
P35370,LB-O-8,A25370,LB-O-8,none,none,nature,wild,none,S45370,O-8,leaf,Emelliodora_LB_Block4,B11,O8,none,outlier—species,25075808
P35371,LB-O-9,A25371,LB-O-9,none,none,nature,wild,none,S45371,O-9,leaf,Emelliodora_LB_Block4,C11,O9,none,outlier—species,23010727
P35372,LB-O-10,A25372,LB-O-10,none,none,nature,wild,none,S45372,O-10,leaf,Emelliodora_LB_Block4,D11,O10,none,outlier—species,17767257
P35133,LB-7-1,A25133,LB-7-1,none,none,nature,wild,none,S45373,7-1R,leaf,Emelliodora_LB_Block4,E11,site7-1,none,replicate; outlier—geographic,35141386
P35134,LB-7-2,A25134,LB-7-2,none,none,nature,wild,none,S45374,7-2R,leaf,Emelliodora_LB_Block4,F11,site7-2,none,replicate; outlier—geographic,30430959
P35135,LB-7-3,A25135,LB-7-3,none,none,nature,wild,none,S45375,7-3R,leaf,Emelliodora_LB_Block4,G11,site7-3,none,replicate; outlier—geographic,37354184
P35136,LB-7-4,A25136,LB-7-4,none,none,nature,wild,none,S45376,7-4R,leaf,Emelliodora_LB_Block4,H11,site7-4,none,replicate; outlier—geographic,47224046
P35137,LB-7-5,A25137,LB-7-5,none,none,nature,wild,none,S45377,7-5R,leaf,Emelliodora_LB_Block4,A12,site7-5,none,replicate; outlier—geographic,68619175
P35138,LB-7-6,A25138,LB-7-6,none,none,nature,wild,none,S45378,7-6R,leaf,Emelliodora_LB_Block4,B12,site7-6,none,replicate; outlier—geographic; failed—too few loci,57500
P35139,LB-7-7,A25139,LB-7-7,none,none,nature,wild,none,S45379,7-7R,leaf,Emelliodora_LB_Block4,C12,site7-7,none,replicate; outlier—geographic; failed—too few loci,226028
P35373,,,,,,,,,S45380,19-7-1,whole seedling,Emelliodora_Plate5_2015,A1,LB19_7_01,,,
P35374,,,,,,,,,S45381,D-3-7,whole seedling,Emelliodora_Plate5_2015,B1,LBD_3_07,,,
P35375,,,,,,,,,S45382,19-24-1,whole seedling,Emelliodora_Plate5_2015,C1,LB19_24_01,,,
P35376,,,,,,,,,S45383,K2-28-8,whole seedling,Emelliodora_Plate5_2015,D1,LBK2_28_08,,,
,,,,,,,,,S45384,11-9-3R,whole seedling,Emelliodora_Plate5_2015,E1,LB11_9_03R,,replicate ,
,,,,,,,,,S45385,11-9-2R,whole seedling,Emelliodora_Plate5_2015,F1,LB11_9_02R,,replicate ,
P35377,,,,,,,,,S45386,D-11-22,whole seedling,Emelliodora_Plate5_2015,G1,LBD_11_22,,,
P35378,,,,,,,,,S45387,D-5-7,whole seedling,Emelliodora_Plate5_2015,H1,LBD_5_07,,,
P35379,,,,,,,,,S45388,19-7-2,whole seedling,Emelliodora_Plate5_2015,A2,LB19_7_02,,,
P35380,,,,,,,,,S45389,D-3-8,whole seedling,Emelliodora_Plate5_2015,B2,LBD_3_08,,,
P35381,,,,,,,,,S45390,19-24-2,whole seedling,Emelliodora_Plate5_2015,C2,LB19_24_02,,,
P35382,,,,,,,,,S45391,K2-26-1,whole seedling,Emelliodora_Plate5_2015,D2,LBK2_26_01,,,
P35383,,,,,,,,,S45392,D-11-1,whole seedling,Emelliodora_Plate5_2015,E2,LBD_11_01,,,
P35384,,,,,,,,,S45393,D-11-11,whole seedling,Emelliodora_Plate5_2015,F2,LBD_11_11,,,
P35385,,,,,,,,,S45394,D-11-23,whole seedling,Emelliodora_Plate5_2015,G2,LBD_11_23,,,
P35386,,,,,,,,,S45395,D-5-8,whole seedling,Emelliodora_Plate5_2015,H2,LBD_5_08,,,
P35387,,,,,,,,,S45396,19-7-3,whole seedling,Emelliodora_Plate5_2015,A3,LB19_7_03,,,
P35388,,,,,,,,,S45397,D-3-9,whole seedling,Emelliodora_Plate5_2015,B3,LBD_3_09,,,
P35389,,,,,,,,,S45398,19-24-3,whole seedling,Emelliodora_Plate5_2015,C3,LB19_24_03,,,
P35390,,,,,,,,,S45399,K2-26-2,whole seedling,Emelliodora_Plate5_2015,D3,LBK2_26_02,,,
,,,,,,,,,S45400,D-11-1R,whole seedling,Emelliodora_Plate5_2015,E3,LBD_11_1R,,replicate ,
P35391,,,,,,,,,S45401,D-11-12,whole seedling,Emelliodora_Plate5_2015,F3,LBD_11_12,,,
P35392,,,,,,,,,S45402,D-11-24,whole seedling,Emelliodora_Plate5_2015,G3,LBD_11_24,,,
P35393,,,,,,,,,S45403,D-5-9,whole seedling,Emelliodora_Plate5_2015,H3,LBD_5_09,,,
P35394,,,,,,,,,S45404,19-7-4,whole seedling,Emelliodora_Plate5_2015,A4,LB19_7_04,,,
P35395,,,,,,,,,S45405,D-3-10,whole seedling,Emelliodora_Plate5_2015,B4,LBD_3_10,,,
P35396,,,,,,,,,S45406,19-24-4,whole seedling,Emelliodora_Plate5_2015,C4,LB19_24_04,,,
P35397,,,,,,,,,S45407,K2-26-3,whole seedling,Emelliodora_Plate5_2015,D4,LBK2_26_03,,,
P35398,,,,,,,,,S45408,D-11-2,whole seedling,Emelliodora_Plate5_2015,E4,LBD_11_02,,,
P35399,,,,,,,,,S45409,D-11-13,whole seedling,Emelliodora_Plate5_2015,F4,LBD_11_13,,,
P35400,,,,,,,,,S45410,D-11-25,whole seedling,Emelliodora_Plate5_2015,G4,LBD_11_25,,,
P35401,,,,,,,,,S45411,D-5-10,whole seedling,Emelliodora_Plate5_2015,H4,LBD_5_10,,,
P35402,,,,,,,,,S45412,19-7-5,whole seedling,Emelliodora_Plate5_2015,A5,LB19_7_05,,,
P35403,,,,,,,,,S45413,D-3-11,whole seedling,Emelliodora_Plate5_2015,B5,LBD_3_11,,,
P35404,,,,,,,,,S45414,19-24-5,whole seedling,Emelliodora_Plate5_2015,C5,LB19_24_05,,,
P35405,,,,,,,,,S45415,K2-26-4,whole seedling,Emelliodora_Plate5_2015,D5,LBK2_26_04,,,
P35406,,,,,,,,,S45416,D-11-3,whole seedling,Emelliodora_Plate5_2015,E5,LBD_11_03,,,
P35407,,,,,,,,,S45417,D-11-14,whole seedling,Emelliodora_Plate5_2015,F5,LBD_11_14,,,
P35408,,,,,,,,,S45418,D-11-26,whole seedling,Emelliodora_Plate5_2015,G5,LBD_11_26,,,
P35409,,,,,,,,,S45419,D-5-11,whole seedling,Emelliodora_Plate5_2015,H5,LBD_5_11,,,
P35410,,,,,,,,,S45420,M-5-1,whole seedling,Emelliodora_Plate5_2015,A6,LBM_5_01,,,
P35411,,,,,,,,,S45421,D-3-12,whole seedling,Emelliodora_Plate5_2015,B6,LBD_3_12,,,
P35412,,,,,,,,,S45422,K2-28-1,whole seedling,Emelliodora_Plate5_2015,C6,LBK2_28_01,,,
P35413,,,,,,,,,S45423,K2-26-5,whole seedling,Emelliodora_Plate5_2015,D6,LBK2_26_05,,,
P35414,,,,,,,,,S45424,D-11-4,whole seedling,Emelliodora_Plate5_2015,E6,LBD_11_04,,,
P35415,,,,,,,,,S45425,D-11-15,whole seedling,Emelliodora_Plate5_2015,F6,LBD_11_15,,,
P35416,,,,,,,,,S45426,D-5-1,whole seedling,Emelliodora_Plate5_2015,G6,LBD_5_01,,,
P35417,,,,,,,,,S45427,D-5-12,whole seedling,Emelliodora_Plate5_2015,H6,LBD_5_12,,,
P35418,,,,,,,,,S45428,M-5-02,whole seedling,Emelliodora_Plate5_2015,A7,LBM_5_02,,,
P35419,,,,,,,,,S45429,D-12-1,whole seedling,Emelliodora_Plate5_2015,B7,LBD_12_01,,,
P35420,,,,,,,,,S45430,K2-28-2,whole seedling,Emelliodora_Plate5_2015,C7,LBK2_28_02,,,
P35421,,,,,,,,,S45431,K2-26-6,whole seedling,Emelliodora_Plate5_2015,D7,LBK2_26_06,,,
P35422,,,,,,,,,S45432,D-11-5,whole seedling,Emelliodora_Plate5_2015,E7,LBD_11_05,,,
P35423,,,,,,,,,S45433,D-11-16,whole seedling,Emelliodora_Plate5_2015,F7,LBD_11_16,,,
P35424,,,,,,,,,S45434,D-5-2,whole seedling,Emelliodora_Plate5_2015,G7,LBD_5_02,,,
P35425,,,,,,,,,S45435,D-5-13,whole seedling,Emelliodora_Plate5_2015,H7,LBD_5_13,,,
P35426,,,,,,,,,S45436,M-5-03,whole seedling,Emelliodora_Plate5_2015,A8,LBM_5_03,,,
P35427,,,,,,,,,S45437,D-12-2,whole seedling,Emelliodora_Plate5_2015,B8,LBD_12_02,,,
P35428,,,,,,,,,S45438,K2-28-3,whole seedling,Emelliodora_Plate5_2015,C8,LBK2_28_03,,,
P35429,,,,,,,,,S45439,K2-26-7,whole seedling,Emelliodora_Plate5_2015,D8,LBK2_26_07,,,
P35430,,,,,,,,,S45440,D-11-6,whole seedling,Emelliodora_Plate5_2015,E8,LBD_11_06,,,
P35431,,,,,,,,,S45441,D-11-17,whole seedling,Emelliodora_Plate5_2015,F8,LBD_11_17,,,
P35432,,,,,,,,,S45442,D-5-3,whole seedling,Emelliodora_Plate5_2015,G8,LBD_5_03,,,
P35433,,,,,,,,,S45443,D-5-14,whole seedling,Emelliodora_Plate5_2015,H8,LBD_5_14,,,
P35434,,,,,,,,,S45444,M-5-04,whole seedling,Emelliodora_Plate5_2015,A9,LBM_5_04,,,
P35435,,,,,,,,,S45445,D-12-3,whole seedling,Emelliodora_Plate5_2015,B9,LBD_12_03,,,
P35436,,,,,,,,,S45446,K2-28-4,whole seedling,Emelliodora_Plate5_2015,C9,LBK2_28_04,,,
P35437,,,,,,,,,S45447,K2-26-8,whole seedling,Emelliodora_Plate5_2015,D9,LBK2_26_08,,,
P35438,,,,,,,,,S45448,D-11-7,whole seedling,Emelliodora_Plate5_2015,E9,LBD_11_07,,,
P35439,,,,,,,,,S45449,D-11-18,whole seedling,Emelliodora_Plate5_2015,F9,LBD_11_18,,,
P35440,,,,,,,,,S45450,D-5-4,whole seedling,Emelliodora_Plate5_2015,G9,LBD_5_04,,,
P35441,,,,,,,,,S45451,D-5-15,whole seedling,Emelliodora_Plate5_2015,H9,LBD_5_15,,,
P35442,,,,,,,,,S45452,M-5-05,whole seedling,Emelliodora_Plate5_2015,A10,LBM_5_05,,,
P35443,,,,,,,,,S45453,D-12-4,whole seedling,Emelliodora_Plate5_2015,B10,LBD_12_04,,,
P35444,,,,,,,,,S45454,K2-28-5,whole seedling,Emelliodora_Plate5_2015,C10,LBK2_28_05,,,
P35445,,,,,,,,,S45455,11-9-1,whole seedling,Emelliodora_Plate5_2015,D10,LB11_9_01,,,
P35446,,,,,,,,,S45456,D-11-8,whole seedling,Emelliodora_Plate5_2015,E10,LBD_11_08,,,
P35447,,,,,,,,,S45457,D-11-19,whole seedling,Emelliodora_Plate5_2015,F10,LBD_11_19,,,
P35448,,,,,,,,,S45458,D-5-5,whole seedling,Emelliodora_Plate5_2015,G10,LBD_5_05,,,
P35449,,,,,,,,,S45459,D-5-16,whole seedling,Emelliodora_Plate5_2015,H10,LBD_5_16,,,
P35450,,,,,,,,,S45460,M-5-06,whole seedling,Emelliodora_Plate5_2015,A11,LBM_5_06,,,
P35451,,,,,,,,,S45461,D-12-5,whole seedling,Emelliodora_Plate5_2015,B11,LBD_12_05,,,
P35452,,,,,,,,,S45462,K2-28-6,whole seedling,Emelliodora_Plate5_2015,C11,LBK2_28_06,,,
P35453,,,,,,,,,S45463,11-9-2,whole seedling,Emelliodora_Plate5_2015,D11,LB11_9_02,,,
P35454,,,,,,,,,S45464,D-11-9,whole seedling,Emelliodora_Plate5_2015,E11,LBD_11_09,,,
P35455,,,,,,,,,S45465,D-11-20,whole seedling,Emelliodora_Plate5_2015,F11,LBD_11_20,,,
P35456,,,,,,,,,S45466,D-5-6,whole seedling,Emelliodora_Plate5_2015,G11,LBD_5_06,,,
P35457,,,,,,,,,S45467,D-5-17,whole seedling,Emelliodora_Plate5_2015,H11,LBD_5_17,,,
P35458,,,,,,,,,S45468,M-5-07,whole seedling,Emelliodora_Plate5_2015,A12,LBM_5_07,,,
P35459,,,,,,,,,S45469,D-12-6,whole seedling,Emelliodora_Plate5_2015,B12,LBD_12_06,,,
P35460,,,,,,,,,S45470,K2-28-7,whole seedling,Emelliodora_Plate5_2015,C12,LBK2_28_07,,,
P35461,,,,,,,,,S45471,11-9-3,whole seedling,Emelliodora_Plate5_2015,D12,LB11_9_03,,,
P35462,,,,,,,,,S45472,D-11-10,whole seedling,Emelliodora_Plate5_2015,E12,LBD_11_10,,,
P35463,,,,,,,,,S45473,D-11-21,whole seedling,Emelliodora_Plate5_2015,F12,LBD_11_21,,,
,,,,,,,,,S45474,D-5-6R,whole seedling,Emelliodora_Plate5_2015,G12,LBD_5_06R,,replicate ,
P35464,,,,,,,,,S45475,D-5-18,whole seedling,Emelliodora_Plate5_2015,H12,LBD_5_18,,,
P35465,,,,,,,,,S45476,D-3-1,whole seedling,Emelliodora_Plate6_2015,A1,LBD_3_01,,,
P35466,,,,,,,,,S45477,K2-22-7,whole seedling,Emelliodora_Plate6_2015,B1,LBK2_22_07,,,
P35467,,,,,,,,,S45478,D-8-5,whole seedling,Emelliodora_Plate6_2015,C1,LBD_8_05,,,
P35468,,,,,,,,,S45479,19-12-5,whole seedling,Emelliodora_Plate6_2015,D1,LB19_12_05,,,
P35469,,,,,,,,,S45480,19-2-2,whole seedling,Emelliodora_Plate6_2015,E1,LB19_2_02,,,
P35470,,,,,,,,,S45481,19-28-1,whole seedling,Emelliodora_Plate6_2015,F1,LB19_28_01,,,
P35471,,,,,,,,,S45482,19-5-3,whole seedling,Emelliodora_Plate6_2015,G1,LB19_5_03,,,
P35472,,,,,,,,,S45483,T1-14-2,whole seedling,Emelliodora_Plate6_2015,H1,LBT1_14_02,,,
P35473,,,,,,,,,S45484,D-3-2,whole seedling,Emelliodora_Plate6_2015,A2,LBD_3_02,,,
P35474,,,,,,,,,S45485,K2-22-8,whole seedling,Emelliodora_Plate6_2015,B2,LBK2_22_08,,,
P35475,,,,,,,,,S45486,D-8-6,whole seedling,Emelliodora_Plate6_2015,C2,LBD_8_06,,,
P35476,,,,,,,,,S45487,19-12-6,whole seedling,Emelliodora_Plate6_2015,D2,LB19_12_06,,,
P35477,,,,,,,,,S45488,19-2-3,whole seedling,Emelliodora_Plate6_2015,E2,LB19_2_03,,,
P35478,,,,,,,,,S45489,19-28-2,whole seedling,Emelliodora_Plate6_2015,F2,LB19_28_02,,,
P35479,,,,,,,,,S45490,19-5-4,whole seedling,Emelliodora_Plate6_2015,G2,LB19_5_04,,,
P35480,,,,,,,,,S45491,T1-14-3,whole seedling,Emelliodora_Plate6_2015,H2,LBT1_14_03,,,
P35481,,,,,,,,,S45492,D-3-3,whole seedling,Emelliodora_Plate6_2015,A3,LBD_3_03,,,
P35482,,,,,,,,,S45493,K2-22-9,whole seedling,Emelliodora_Plate6_2015,B3,LBK2_22_09,,,
P35483,,,,,,,,,S45494,D-8-7,whole seedling,Emelliodora_Plate6_2015,C3,LBD_8_07,,,
P35484,,,,,,,,,S45495,19-12-7,whole seedling,Emelliodora_Plate6_2015,D3,LB19_12_07,,,
P35485,,,,,,,,,S45496,19-2-4,whole seedling,Emelliodora_Plate6_2015,E3,LB19_2_04,,,
P35486,,,,,,,,,S45497,19-28-3,whole seedling,Emelliodora_Plate6_2015,F3,LB19_28_03,,,
P35487,,,,,,,,,S45498,19-7-6,whole seedling,Emelliodora_Plate6_2015,G3,LB19_7_06,,,
P35488,,,,,,,,,S45499,T1-14-4,whole seedling,Emelliodora_Plate6_2015,H3,LBT1_14_04,,,
P35489,,,,,,,,,S45500,D-3-4,whole seedling,Emelliodora_Plate6_2015,A4,LBD_3_04,,,
P35490,,,,,,,,,S45501,K2-22-10,whole seedling,Emelliodora_Plate6_2015,B4,LBK2_22_10,,,
P35491,,,,,,,,,S45502,D-8-8,whole seedling,Emelliodora_Plate6_2015,C4,LBD_8_08,,,
P35492,,,,,,,,,S45503,19-12-8,whole seedling,Emelliodora_Plate6_2015,D4,LB19_12_08,,,
P35493,,,,,,,,,S45504,19-2-5,whole seedling,Emelliodora_Plate6_2015,E4,LB19_2_05,,,
P35494,,,,,,,,,S45505,19-28-4,whole seedling,Emelliodora_Plate6_2015,F4,LB19_28_04,,,
P35495,,,,,,,,,S45506,19-7-7,whole seedling,Emelliodora_Plate6_2015,G4,LB19_7_07,,,
P35496,,,,,,,,,S45507,T1-14-5,whole seedling,Emelliodora_Plate6_2015,H4,LBT1_14_05,,,
P35497,,,,,,,,,S45508,D-3-5,whole seedling,Emelliodora_Plate6_2015,A5,LBD_3_05,,,
P35498,,,,,,,,,S45509,K2-22-11,whole seedling,Emelliodora_Plate6_2015,B5,LBK2_22_11,,,
P35499,,,,,,,,,S45510,D-8-9,whole seedling,Emelliodora_Plate6_2015,C5,LBD_8_09,,,
P35500,,,,,,,,,S45511,19-12-9,whole seedling,Emelliodora_Plate6_2015,D5,LB19_12_09,,,
P35501,,,,,,,,,S45512,19-2-6,whole seedling,Emelliodora_Plate6_2015,E5,LB19_2_06,,,
P35502,,,,,,,,,S45513,19-28-5,whole seedling,Emelliodora_Plate6_2015,F5,LB19_28_05,,,
P35503,,,,,,,,,S45514,19-7-8,whole seedling,Emelliodora_Plate6_2015,G5,LB19_7_08,,,
P35504,,,,,,,,,S45515,T1-14-6,whole seedling,Emelliodora_Plate6_2015,H5,LBT1_14_06,,,
P35505,,,,,,,,,S45516,D-3-6,whole seedling,Emelliodora_Plate6_2015,A6,LBD_3_06,,,
P35506,,,,,,,,,S45517,K2-22-12,whole seedling,Emelliodora_Plate6_2015,B6,LBK2_22_12,,,
P35507,,,,,,,,,S45518,D-8-10,whole seedling,Emelliodora_Plate6_2015,C6,LBD_8_10,,,
P35508,,,,,,,,,S45519,19-24-6,whole seedling,Emelliodora_Plate6_2015,D6,LB19_24_06,,,
P35509,,,,,,,,,S45520,19-2-7,whole seedling,Emelliodora_Plate6_2015,E6,LB19_2_07,,,
P35510,,,,,,,,,S45521,19-28-6,whole seedling,Emelliodora_Plate6_2015,F6,LB19_28_06,,,
P35511,,,,,,,,,S45522,19-7-9,whole seedling,Emelliodora_Plate6_2015,G6,LB19_7_09,,,
P35512,,,,,,,,,S45523,T1-14-7,whole seedling,Emelliodora_Plate6_2015,H6,LBT1_14_07,,,
P35513,,,,,,,,,S45524,K2-2-1,whole seedling,Emelliodora_Plate6_2015,A7,LBK2_22_01,,,
P35514,,,,,,,,,S45525,K2-22-13,whole seedling,Emelliodora_Plate6_2015,B7,LBK2_22_13,,,
P35515,,,,,,,,,S45526,D-8-11,whole seedling,Emelliodora_Plate6_2015,C7,LBD_8_11,,,
P35516,,,,,,,,,S45527,19-24-7,whole seedling,Emelliodora_Plate6_2015,D7,LB19_24_07,,,
P35517,,,,,,,,,S45528,KMCH-1-1,whole seedling,Emelliodora_Plate6_2015,E7,KMCH_01_01,,,
P35518,,,,,,,,,S45529,19-28-7,whole seedling,Emelliodora_Plate6_2015,F7,LB19_28_07,,,
P35519,,,,,,,,,S45530,19-7-10,whole seedling,Emelliodora_Plate6_2015,G7,LB19_7_10,,,
P35520,,,,,,,,,S45531,T1-14-8,whole seedling,Emelliodora_Plate6_2015,H7,LBT1_14_08,,,
P35521,,,,,,,,,S45532,K2-22-2,whole seedling,Emelliodora_Plate6_2015,A8,LBK2_22_02,,,
P35522,,,,,,,,,S45533,K2-22-14,whole seedling,Emelliodora_Plate6_2015,B8,LBK2_22_14,,,
P35523,,,,,,,,,S45534,D-8-12,whole seedling,Emelliodora_Plate6_2015,C8,LBD_8_12,,,
P35524,,,,,,,,,S45535,19-24-8,whole seedling,Emelliodora_Plate6_2015,D8,LB19_24_08,,,
P35525,,,,,,,,,S45536,KMCH-1-2,whole seedling,Emelliodora_Plate6_2015,E8,KMCH_01_02,,,
P35526,,,,,,,,,S45537,19-28-8,whole seedling,Emelliodora_Plate6_2015,F8,LB19_28_08,,,
P35527,,,,,,,,,S45538,19-7-11,whole seedling,Emelliodora_Plate6_2015,G8,LB19_7_11,,,
P35528,,,,,,,,,S45539,T1-14-9,whole seedling,Emelliodora_Plate6_2015,H8,LBT1_14_09,,,
P35529,,,,,,,,,S45540,K2-22-3,whole seedling,Emelliodora_Plate6_2015,A9,LBK2_22_03,,,
P35530,,,,,,,,,S45541,D-8-1,whole seedling,Emelliodora_Plate6_2015,B9,LBD_8_01,,,
P35531,,,,,,,,,S45542,19-12-1,whole seedling,Emelliodora_Plate6_2015,C9,LB19_12_01,,,
P35532,,,,,,,,,S45543,19-24-9,whole seedling,Emelliodora_Plate6_2015,D9,LB19_24_09,,,
P35533,,,,,,,,,S45544,KMCH-1-3,whole seedling,Emelliodora_Plate6_2015,E9,KMCH_01_03,,,
P35534,,,,,,,,,S45545,19-4-1,whole seedling,Emelliodora_Plate6_2015,F9,LB19_4_01,,,
P35535,,,,,,,,,S45546,19-7-12,whole seedling,Emelliodora_Plate6_2015,G9,LB19_7_12,,,
P35536,,,,,,,,,S45547,T1-14-10,whole seedling,Emelliodora_Plate6_2015,H9,LBT1_14_10,,,
P35537,,,,,,,,,S45548,K2-22-4,whole seedling,Emelliodora_Plate6_2015,A10,LBK2_22_04,,,
P35538,,,,,,,,,S45549,D-8-2,whole seedling,Emelliodora_Plate6_2015,B10,LBD_8_02,,,
P35539,,,,,,,,,S45550,19-12-2,whole seedling,Emelliodora_Plate6_2015,C10,LB19_12_02,,,
P35540,,,,,,,,,S45551,19-24-10,whole seedling,Emelliodora_Plate6_2015,D10,LB19_24_10,,,
P35541,,,,,,,,,S45552,KMCH-1-4,whole seedling,Emelliodora_Plate6_2015,E10,KMCH_01_04,,,
P35542,,,,,,,,,S45553,19-4-2,whole seedling,Emelliodora_Plate6_2015,F10,LB19_4_02,,,
P35543,,,,,,,,,S45554,19-7-13,whole seedling,Emelliodora_Plate6_2015,G10,LB19_7_13,,,
P35544,,,,,,,,,S45555,T1-14-11,whole seedling,Emelliodora_Plate6_2015,H10,LBT1_14_11,,,
P35545,,,,,,,,,S45556,K2-22-5,whole seedling,Emelliodora_Plate6_2015,A11,LBK2_22_05,,,
P35546,,,,,,,,,S45557,D-8-3,whole seedling,Emelliodora_Plate6_2015,B11,LBD_8_03,,,
P35547,,,,,,,,,S45558,19-12-3,whole seedling,Emelliodora_Plate6_2015,C11,LB19_12_03,,,
P35548,,,,,,,,,S45559,19-24-11,whole seedling,Emelliodora_Plate6_2015,D11,LB19_24_11,,,
P35549,,,,,,,,,S45560,KMCH-1-5,whole seedling,Emelliodora_Plate6_2015,E11,KMCH_01_05,,,
P35550,,,,,,,,,S45561,19-5-1,whole seedling,Emelliodora_Plate6_2015,F11,LB19_5_01,,,
P35551,,,,,,,,,S45562,T1-2-1,whole seedling,Emelliodora_Plate6_2015,G11,LBT1_02_01,,,
P35552,,,,,,,,,S45563,T1-14-12,whole seedling,Emelliodora_Plate6_2015,H11,LBT1_14_12,,,
P35553,,,,,,,,,S45564,K2-22-6,whole seedling,Emelliodora_Plate6_2015,A12,LBK2_22_06,,,
P35554,,,,,,,,,S45565,D-8-4,whole seedling,Emelliodora_Plate6_2015,B12,LBD_8_04,,,
P35555,,,,,,,,,S45566,19-12-4,whole seedling,Emelliodora_Plate6_2015,C12,LB19_12_04,,,
P35556,,,,,,,,,S45567,19-2-1,whole seedling,Emelliodora_Plate6_2015,D12,LB19_2_01,,,
P35557,,,,,,,,,S45568,KMCH-1-6,whole seedling,Emelliodora_Plate6_2015,E12,KMCH_01_06,,,
P35558,,,,,,,,,S45569,19-5-2,whole seedling,Emelliodora_Plate6_2015,F12,LB19_5_02,,,
P35559,,,,,,,,,S45570,T1-14-1,whole seedling,Emelliodora_Plate6_2015,G12,LBT1_14_01,,,
P35560,,,,,,,,,S45571,T1-14-13,whole seedling,Emelliodora_Plate6_2015,H12,LBT1_14_13,,,
P35561,,,,,,,,,S45572,D-11-27,whole seedling,Emelliodora_Plate9_2015,A1,LBD_11_27,,,
P35562,,,,,,,,,S45573,D-11-28,whole seedling,Emelliodora_Plate9_2015,B1,LBD_11_28,,,
P35563,,,,,,,,,S45574,D-11-29,whole seedling,Emelliodora_Plate9_2015,C1,LBD_11_29,,,
P35564,,,,,,,,,S45575,D-11-30,whole seedling,Emelliodora_Plate9_2015,D1,LBD_11_30,,,
P35565,,,,,,,,,S45576,D-11-31,whole seedling,Emelliodora_Plate9_2015,E1,LBD_11_31,,,
P35566,,,,,,,,,S45577,D-11-32,whole seedling,Emelliodora_Plate9_2015,F1,LBD_11_32,,,
P35567,,,,,,,,,S45578,D-11-33,whole seedling,Emelliodora_Plate9_2015,G1,LBD_11_33,,,
P35568,,,,,,,,,S45579,D-11-34,whole seedling,Emelliodora_Plate9_2015,H1,LBD_11_34,,,
P35569,,,,,,,,,S45580,D-5-19,whole seedling,Emelliodora_Plate9_2015,A2,LBD_5_19,,,
P35570,,,,,,,,,S45581,D-5-20,whole seedling,Emelliodora_Plate9_2015,B2,LBD_5_20,,,
P35571,,,,,,,,,S45582,D-5-21,whole seedling,Emelliodora_Plate9_2015,C2,LBD_5_21,,,
P35572,,,,,,,,,S45583,D-5-22,whole seedling,Emelliodora_Plate9_2015,D2,LBD_5_22,,,
P35573,,,,,,,,,S45584,D-5-23,whole seedling,Emelliodora_Plate9_2015,E2,LBD_5_23,,,
P35574,,,,,,,,,S45585,D-5-24,whole seedling,Emelliodora_Plate9_2015,F2,LBD_5_24,,,
P35575,,,,,,,,,S45586,D-5-25,whole seedling,Emelliodora_Plate9_2015,G2,LBD_5_25,,,
P35576,,,,,,,,,S45587,D-5-26,whole seedling,Emelliodora_Plate9_2015,H2,LBD_5_26,,,
P35577,,,,,,,,,S45588,D-6-1,whole seedling,Emelliodora_Plate9_2015,A3,LBD_6_01,,,
P35578,,,,,,,,,S45589,D-6-2,whole seedling,Emelliodora_Plate9_2015,B3,LBD_6_02,,,
P35579,,,,,,,,,S45590,D-6-3,whole seedling,Emelliodora_Plate9_2015,C3,LBD_6_03,,,
